"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\02_A1.d"," DAD1 - B:Sig=260,4  Ref=360,60 02_A1.d"
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\02_A1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\57_E3.d" ,"6" ,3.091,3.205,3.347,12.95,76.36,10.78,45.77,7.50,0.256,0.092,-0.82,-0.65,3.071,3.082,3.373,3.376,-0.82,-0.65,1.29,12.20,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\57_E3.d" ,"7" ,3.394,3.504,3.631,12.64,69.01,9.74,44.68,6.77,0.237,0.086,-0.71,-1.15,3.381,3.384,3.635,3.642,-0.71,-1.15,0.95,11.73,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\57_E3.d" ,"8" ,6.645,6.864,8.000,28.29,708.50,100.00,100.00,69.54,1.355,0.408,-2.02,-0.28,6.641,6.644,7.999,8.000,-2.02,-0.28,4.27,26.55,,,  ,,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\58_E4.d"," DAD1 - B:Sig=260,4  Ref=360,60 58_E4.d"
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\58_E4.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\58_E4.d" ,"1" ,0.364,0.378,0.392,16.39,17.53,2.48,46.71,1.49,0.028,0.030,-1.00,-25.29,0.356,0.357,0.394,0.395,-1.00,-25.29,0.43,3.24,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\58_E4.d" ,"2" ,0.394,0.425,0.485,34.08,134.67,19.07,97.12,11.45,0.091,0.086,-27.06,1.55,0.394,0.395,0.463,0.490,-27.06,-18.28,2.54,9.96,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\58_E4.d" ,"3" ,0.485,0.513,0.566,9.32,24.31,3.44,26.56,2.07,0.081,0.041,1.55,0.74,0.463,0.490,0.562,0.571,0.02,0.08,0.99,9.36,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\58_E4.d" ,"4" ,0.574,0.592,0.643,35.09,36.97,5.24,100.00,3.14,0.069,0.015,1.59,0.35,0.562,0.571,0.652,0.655,0.09,0.14,1.74,35.19,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\58_E4.d" ,"5" ,1.124,1.174,1.274,18.19,53.03,7.51,51.84,4.51,0.150,0.045,-0.17,-0.05,1.120,1.121,1.305,1.307,-0.17,-0.05,1.57,18.06,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\58_E4.d" ,"6" ,3.107,3.220,3.372,17.29,103.05,14.60,49.28,8.76,0.265,0.093,-0.81,-0.68,3.100,3.102,3.386,3.390,-0.81,-0.68,1.27,16.54,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\58_E4.d" ,"7" ,3.406,3.511,3.631,17.74,92.96,13.17,50.56,7.90,0.225,0.083,-0.68,-1.02,3.386,3.390,3.636,3.640,-0.68,-1.02,1.01,16.90,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\58_E4.d" ,"8" ,3.767,3.820,3.888,2.35,7.78,1.10,6.70,0.66,0.121,0.053,-1.26,-1.56,3.761,3.764,3.910,3.913,-1.26,-1.56,0.98,0.96,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\58_E4.d" ,"9" ,6.649,6.867,8.000,28.25,706.08,100.00,80.51,60.02,1.351,0.408,-1.98,-0.26,6.647,6.649,7.999,8.000,-1.98,-0.26,4.09,26.55,,,  ,,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\59_E5.d"," DAD1 - B:Sig=260,4  Ref=360,60 59_E5.d"
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\59_E5.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\59_E5.d" ,"1" ,0.365,0.379,0.392,14.21,14.32,2.03,36.95,1.31,0.027,0.030,-0.70,-20.37,0.356,0.357,0.394,0.395,-0.70,-20.37,0.41,3.82,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\59_E5.d" ,"2" ,0.407,0.424,0.486,9.89,23.53,3.33,25.71,2.15,0.079,0.035,-0.19,1.50,0.394,0.395,0.461,0.491,-0.19,-0.22,4.23,9.69,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\59_E5.d" ,"3" ,0.486,0.514,0.567,8.74,23.14,3.27,22.73,2.12,0.081,0.042,1.50,0.71,0.461,0.491,0.561,0.572,-0.22,-0.25,1.10,8.51,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\59_E5.d" ,"4" ,0.574,0.592,0.643,38.46,41.49,5.87,100.00,3.80,0.069,0.015,1.38,0.37,0.561,0.572,0.653,0.654,-0.26,-0.28,1.81,38.20,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\59_E5.d" ,"5" ,1.121,1.175,1.269,20.09,58.86,8.32,52.24,5.39,0.148,0.045,-0.26,-0.02,1.116,1.122,1.268,1.270,-0.26,-0.18,1.62,19.86,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\59_E5.d" ,"6" ,3.105,3.225,3.389,18.96,113.81,16.09,49.31,10.41,0.284,0.093,-0.88,-0.76,3.091,3.094,3.387,3.402,-0.88,-0.76,1.23,18.13,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\59_E5.d" ,"7" ,3.402,3.511,3.630,19.83,102.38,14.48,51.57,9.37,0.228,0.081,-0.75,-0.99,3.387,3.402,3.632,3.642,-0.75,-0.99,1.03,18.97,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\59_E5.d" ,"8" ,3.764,3.818,3.888,2.48,8.23,1.16,6.45,0.75,0.124,0.053,-1.28,-1.58,3.762,3.766,3.893,3.896,-1.31,-1.58,0.99,1.05,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\59_E5.d" ,"9" ,6.645,6.865,7.999,28.24,707.26,100.00,73.44,64.71,1.353,0.408,-2.00,-0.32,6.635,6.641,7.998,8.000,-2.00,-0.32,4.13,26.52,,,  ,,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\60_E6.d"," DAD1 - B:Sig=260,4  Ref=360,60 60_E6.d"
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\60_E6.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\60_E6.d" ,"1" ,0.364,0.378,0.391,16.22,17.14,2.43,44.10,1.59,0.028,0.030,-0.99,-24.52,0.355,0.356,0.394,0.394,-0.99,-24.52,0.41,3.29,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\60_E6.d" ,"2" ,0.407,0.424,0.484,10.08,23.46,3.32,27.41,2.17,0.077,0.035,-0.02,1.55,0.394,0.394,0.464,0.489,-0.02,0.03,3.97,10.08,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\60_E6.d" ,"3" ,0.484,0.512,0.566,9.33,24.34,3.44,25.35,2.25,0.082,0.041,1.55,0.73,0.464,0.489,0.561,0.571,0.03,0.08,1.03,9.37,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\60_E6.d" ,"4" ,0.573,0.592,0.643,36.78,38.94,5.51,100.00,3.60,0.070,0.015,1.60,0.37,0.561,0.571,0.653,0.655,0.09,0.13,1.72,36.88,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\60_E6.d" ,"5" ,1.126,1.176,1.290,19.18,56.50,8.00,52.15,5.23,0.164,0.045,-0.22,-0.13,1.111,1.122,1.290,1.293,-0.22,-0.13,1.59,18.99,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\60_E6.d" ,"6" ,3.116,3.226,3.374,18.18,107.77,15.25,49.44,9.97,0.258,0.093,-0.76,-0.67,3.091,3.095,3.391,3.394,-0.76,-0.67,1.21,17.46,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\60_E6.d" ,"7" ,3.406,3.513,3.633,18.96,98.38,13.92,51.56,9.10,0.227,0.082,-0.72,-1.02,3.399,3.401,3.641,3.646,-0.72,-1.02,1.02,18.10,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\60_E6.d" ,"8" ,3.767,3.819,3.881,2.31,7.54,1.07,6.29,0.70,0.114,0.052,-1.26,-1.50,3.761,3.766,3.929,3.931,-1.26,-1.50,1.04,0.94,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\60_E6.d" ,"9" ,6.649,6.865,8.000,28.26,706.54,100.00,76.82,65.38,1.351,0.408,-1.99,-0.29,6.646,6.649,7.999,8.000,-1.99,-0.29,4.14,26.54,,,  ,,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\62_E7.d"," DAD1 - B:Sig=260,4  Ref=360,60 62_E7.d"
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\62_E7.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\62_E7.d" ,"1" ,0.365,0.379,0.393,16.70,17.54,2.47,49.89,1.56,0.028,0.031,-0.97,-24.82,0.356,0.357,0.395,0.395,-0.97,-24.82,0.41,3.63,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\62_E7.d" ,"2" ,0.409,0.425,0.484,10.44,23.97,3.38,31.17,2.13,0.076,0.034,-0.04,1.72,0.395,0.395,0.461,0.491,-0.04,0.06,4.21,10.42,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\62_E7.d" ,"3" ,0.484,0.514,0.565,9.43,24.63,3.47,28.16,2.19,0.081,0.040,1.72,1.23,0.461,0.491,0.558,0.575,0.06,0.16,1.18,9.52,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\62_E7.d" ,"4" ,0.587,0.603,0.663,33.48,40.63,5.73,100.00,3.61,0.077,0.017,1.83,-0.30,0.558,0.575,0.663,0.665,-0.28,-0.30,2.02,33.20,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\62_E7.d" ,"5" ,0.726,0.759,0.807,4.71,9.02,1.27,14.08,0.80,0.081,0.030,0.00,-0.11,0.705,0.734,0.817,0.819,0.00,-0.11,1.62,4.67,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\62_E7.d" ,"6" ,1.171,1.227,1.332,19.10,58.24,8.21,57.04,5.17,0.161,0.047,-0.32,-0.23,1.160,1.165,1.331,1.333,-0.33,-0.28,1.55,18.79,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\62_E7.d" ,"7" ,3.198,3.316,3.476,18.97,113.22,15.96,56.66,10.05,0.278,0.093,-0.96,-0.97,3.180,3.182,3.481,3.484,-0.98,-0.97,1.24,17.99,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\62_E7.d" ,"8" ,3.484,3.582,3.690,22.63,102.42,14.44,67.60,9.09,0.205,0.071,-0.97,-1.00,3.481,3.484,3.688,3.692,-1.00,-1.15,1.08,21.56,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\62_E7.d" ,"9" ,3.690,3.748,3.802,2.91,9.89,1.39,8.68,0.88,0.112,0.054,-1.00,-1.07,3.688,3.692,3.801,3.803,-1.15,-1.29,0.94,1.68,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\62_E7.d" ,"10" ,3.802,3.857,3.919,5.45,17.49,2.47,16.29,1.55,0.117,0.051,-1.07,-1.42,3.801,3.803,3.955,3.957,-1.29,-1.42,1.10,4.10,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\62_E7.d" ,"11" ,6.642,6.866,7.999,28.29,709.32,100.00,84.50,62.97,1.357,0.408,-2.06,-0.30,6.636,6.643,7.998,8.000,-2.06,-0.30,4.20,26.52,,,  ,,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\63_E8.d"," DAD1 - B:Sig=260,4  Ref=360,60 63_E8.d"
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\63_E8.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\63_E8.d" ,"1" ,0.363,0.378,0.391,19.08,20.48,2.89,38.78,1.63,0.028,0.030,-1.08,-29.35,0.355,0.356,0.394,0.394,-1.08,-29.35,0.42,3.46,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\63_E8.d" ,"2" ,0.407,0.425,0.482,11.07,25.95,3.66,22.51,2.07,0.075,0.036,-0.05,1.86,0.394,0.394,0.462,0.488,-0.05,0.02,3.76,11.04,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\63_E8.d" ,"3" ,0.482,0.512,0.566,10.63,29.03,4.09,21.61,2.32,0.084,0.043,1.86,0.99,0.462,0.488,0.561,0.571,0.02,0.08,1.04,10.67,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\63_E8.d" ,"4" ,0.574,0.593,0.646,49.21,52.62,7.42,100.00,4.20,0.072,0.015,2.10,0.39,0.561,0.571,0.654,0.658,0.09,0.15,1.81,49.31,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\63_E8.d" ,"5" ,0.693,0.721,0.778,6.84,13.28,1.87,13.91,1.06,0.085,0.029,0.31,0.15,0.654,0.658,0.766,0.788,0.26,-0.09,1.64,6.99,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\63_E8.d" ,"6" ,1.126,1.180,1.305,25.47,76.05,10.72,51.77,6.07,0.179,0.045,-0.25,-0.14,1.122,1.127,1.304,1.306,-0.25,-0.14,1.59,25.26,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\63_E8.d" ,"7" ,3.113,3.234,3.399,24.59,147.05,20.72,49.98,11.74,0.286,0.093,-0.91,-0.71,3.084,3.099,3.398,3.404,-0.91,-0.71,1.22,23.77,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\63_E8.d" ,"8" ,3.415,3.519,3.635,25.45,131.16,18.48,51.72,10.47,0.220,0.081,-0.58,-0.83,3.398,3.404,3.639,3.642,-0.58,-0.83,1.03,24.75,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\63_E8.d" ,"9" ,3.647,3.706,3.768,3.66,13.04,1.84,7.44,1.04,0.120,0.057,-0.83,-0.86,3.639,3.642,3.766,3.769,-0.83,-1.13,1.01,2.68,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\63_E8.d" ,"10" ,3.768,3.824,3.900,7.33,25.20,3.55,14.90,2.01,0.132,0.054,-0.86,-1.46,3.766,3.769,3.939,3.941,-1.13,-1.46,1.06,6.06,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\63_E8.d" ,"11" ,4.429,4.477,4.538,3.60,9.20,1.30,7.31,0.73,0.109,0.040,-2.21,-2.22,4.423,4.429,4.536,4.539,-2.21,-2.25,1.18,1.37,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\63_E8.d" ,"12" ,6.642,6.863,8.000,28.28,709.63,100.00,57.48,56.65,1.358,0.408,-2.09,-0.36,6.635,6.642,7.999,8.000,-2.09,-0.36,4.35,26.48,,,  ,,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\64_E9.d"," DAD1 - B:Sig=260,4  Ref=360,60 64_E9.d"
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\64_E9.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\64_E9.d" ,"1" ,0.362,0.378,0.391,22.12,23.85,3.37,50.31,1.99,0.029,0.030,-1.16,-33.83,0.355,0.356,0.393,0.394,-1.16,-33.83,0.41,3.44,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\64_E9.d" ,"2" ,0.407,0.425,0.481,11.89,27.99,3.95,27.05,2.33,0.074,0.036,0.08,2.14,0.393,0.394,0.462,0.486,0.08,0.15,3.65,11.99,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\64_E9.d" ,"3" ,0.481,0.511,0.566,11.60,32.13,4.53,26.39,2.68,0.084,0.043,2.14,1.33,0.462,0.486,0.561,0.571,0.15,0.23,1.11,11.78,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\64_E9.d" ,"4" ,0.573,0.592,0.643,43.96,46.71,6.59,100.00,3.90,0.070,0.015,2.27,0.58,0.561,0.571,0.653,0.656,0.23,0.30,1.67,44.22,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\64_E9.d" ,"5" ,0.684,0.714,0.759,6.09,11.04,1.56,13.85,0.92,0.075,0.028,0.40,0.46,0.653,0.656,0.752,0.780,0.34,0.41,1.60,6.45,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\64_E9.d" ,"6" ,1.120,1.171,1.278,22.39,66.14,9.34,50.93,5.52,0.157,0.045,-0.09,0.04,1.111,1.119,1.288,1.291,-0.09,0.02,1.60,22.34,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\64_E9.d" ,"7" ,3.094,3.216,3.386,21.63,129.15,18.23,49.19,10.77,0.292,0.093,-0.80,-0.63,3.078,3.085,3.386,3.388,-0.82,-0.63,1.23,20.88,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\64_E9.d" ,"8" ,3.393,3.505,3.621,21.75,115.26,16.27,49.48,9.61,0.228,0.083,-0.59,-0.80,3.391,3.394,3.626,3.632,-0.62,-0.80,1.03,21.05,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\64_E9.d" ,"9" ,3.631,3.698,3.758,3.10,10.80,1.52,7.05,0.90,0.127,0.057,-0.83,-0.85,3.626,3.632,3.756,3.759,-0.83,-0.85,0.94,2.26,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\64_E9.d" ,"10" ,3.758,3.815,3.872,6.08,19.78,2.79,13.84,1.65,0.113,0.053,-0.85,-0.86,3.756,3.759,3.935,3.943,-0.85,-0.86,1.09,5.23,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\64_E9.d" ,"11" ,4.431,4.472,4.524,3.13,7.67,1.08,7.12,0.64,0.093,0.039,-2.04,-2.02,4.412,4.416,4.539,4.541,-2.04,-2.02,1.20,1.10,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\64_E9.d" ,"12" ,6.643,6.869,7.999,28.27,708.47,100.00,64.30,59.09,1.356,0.408,-1.99,-0.24,6.634,6.640,7.999,8.000,-1.99,-0.24,4.12,26.57,,,  ,,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\65_E10.d"," DAD1 - B:Sig=260,4  Ref=360,60 65_E10.d"
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\65_E10.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\65_E10.d" ,"1" ,0.364,0.378,0.392,15.52,16.01,2.27,36.42,1.37,0.028,0.030,-0.79,-22.99,0.355,0.356,0.394,0.394,-0.79,-22.99,0.41,3.63,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\65_E10.d" ,"2" ,0.407,0.424,0.486,10.04,23.71,3.36,23.56,2.03,0.078,0.035,-0.04,1.63,0.394,0.394,0.462,0.490,-0.04,0.02,4.14,10.01,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\65_E10.d" ,"3" ,0.486,0.513,0.566,9.19,24.00,3.40,21.58,2.06,0.080,0.041,1.63,0.89,0.462,0.490,0.561,0.571,0.02,0.07,1.00,9.23,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\65_E10.d" ,"4" ,0.572,0.591,0.641,42.61,44.74,6.33,100.00,3.84,0.069,0.015,1.51,0.47,0.561,0.571,0.652,0.654,0.08,0.13,1.79,42.70,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\65_E10.d" ,"5" ,0.677,0.711,0.766,6.03,11.43,1.62,14.16,0.98,0.088,0.029,0.32,0.31,0.652,0.654,0.749,0.776,0.15,0.22,1.63,6.21,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\65_E10.d" ,"6" ,1.118,1.169,1.276,21.98,64.33,9.11,51.59,5.52,0.158,0.045,-0.17,-0.02,1.114,1.117,1.318,1.321,-0.17,-0.02,1.60,21.86,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\65_E10.d" ,"7" ,3.105,3.214,3.378,20.72,124.07,17.56,48.63,10.65,0.273,0.094,-0.69,-0.64,3.092,3.095,3.382,3.386,-0.69,-0.64,1.24,20.05,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\65_E10.d" ,"8" ,3.390,3.503,3.620,21.13,112.34,15.90,49.60,9.64,0.230,0.084,-0.64,-0.83,3.382,3.386,3.625,3.634,-0.64,-0.83,1.04,20.40,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\65_E10.d" ,"9" ,3.631,3.696,3.755,3.02,10.63,1.50,7.09,0.91,0.124,0.057,-0.89,-0.91,3.625,3.634,3.754,3.756,-0.89,-0.91,1.00,2.12,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\65_E10.d" ,"10" ,3.755,3.818,3.873,5.94,19.30,2.73,13.93,1.66,0.118,0.053,-0.91,-0.94,3.754,3.756,3.917,3.919,-0.91,-0.94,1.03,5.01,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\65_E10.d" ,"11" ,4.428,4.474,4.539,3.14,8.06,1.14,7.37,0.69,0.111,0.040,-2.13,-2.18,4.426,4.429,4.539,4.542,-2.13,-2.19,1.25,0.98,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\65_E10.d" ,"12" ,6.642,6.866,8.000,28.24,706.44,100.00,66.28,60.63,1.358,0.408,-1.98,-0.25,6.636,6.642,7.999,8.000,-1.98,-0.25,4.14,26.54,,,  ,,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\66_E11.d"," DAD1 - B:Sig=260,4  Ref=360,60 66_E11.d"
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\66_E11.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\66_E11.d" ,"1" ,0.364,0.378,0.391,17.76,18.74,2.47,46.33,1.61,0.028,0.030,-0.87,-27.77,0.355,0.356,0.394,0.394,-0.87,-27.77,0.41,3.44,,,  ,,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1_large\66_E11.d" ,"2" ,0.407,0.425,0.484,10.77,25.49,3.36,28.10,2.19,0.077,0.035,0.06,1.81,0.394,0.394,0.463,0.489,0.06,0.03,3.82,10.82,,,  ,,,,,,,,,,,,
